,issue_id,image_id,image_url,height,width,record_date,created_at,modified_at
40,8k71pn29n,8k71pn30d,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn30d/full/max/0/default.jpg,8074.0,5552.0,1836-04-23T00:00:00Z,2019-04-29T17:16:08Z,2019-06-24T13:53:59Z
41,8k71pn29n,8k71pn31p,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn31p/full/max/0/default.jpg,8056.0,5579.0,1836-04-23T00:00:00Z,2019-04-29T17:16:08Z,2019-06-24T13:53:59Z
42,8k71pn29n,8k71pn32z,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn32z/full/max/0/default.jpg,8029.0,5543.0,1836-04-23T00:00:00Z,2019-04-29T17:16:08Z,2019-06-24T13:53:59Z
43,8k71pn29n,8k71pn337,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn337/full/max/0/default.jpg,8047.0,5543.0,1836-04-23T00:00:00Z,2019-04-29T17:16:08Z,2019-06-24T13:53:59Z
44,8k71q040w,8k71q0415,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q0415/full/max/0/default.jpg,8110.0,5786.0,1837-03-31T00:00:00Z,2019-04-29T23:26:50Z,2019-06-24T13:54:48Z
45,8k71q040w,8k71q042f,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q042f/full/max/0/default.jpg,8092.0,5795.0,1837-03-31T00:00:00Z,2019-04-29T23:26:50Z,2019-06-24T13:54:48Z
46,8k71q040w,8k71q043q,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q043q/full/max/0/default.jpg,8065.0,5786.0,1837-03-31T00:00:00Z,2019-04-29T23:26:50Z,2019-06-24T13:54:48Z
47,8k71q040w,8k71q0440,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q0440/full/max/0/default.jpg,8083.0,5822.0,1837-03-31T00:00:00Z,2019-04-29T23:26:50Z,2019-06-24T13:54:48Z
48,8k71pn63z,8k71pn647,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn647/full/max/0/default.jpg,8056.0,5561.0,1836-06-04T00:00:00Z,2019-04-29T17:30:26Z,2019-06-24T13:54:49Z
49,8k71pn63z,8k71pn65h,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn65h/full/max/0/default.jpg,8038.0,5525.0,1836-06-04T00:00:00Z,2019-04-29T17:30:26Z,2019-06-24T13:54:49Z
50,8k71pn63z,8k71pn66s,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn66s/full/max/0/default.jpg,8047.0,5534.0,1836-06-04T00:00:00Z,2019-04-29T17:30:26Z,2019-06-24T13:54:49Z
51,8k71pn63z,8k71pn672,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn672/full/max/0/default.jpg,8038.0,5516.0,1836-06-04T00:00:00Z,2019-04-29T17:30:26Z,2019-06-24T13:54:49Z
52,8k71q015j,8k71q016t,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q016t/full/max/0/default.jpg,8056.0,5534.0,1837-02-25T00:00:00Z,2019-04-29T23:18:51Z,2019-06-24T13:54:47Z
53,8k71q015j,8k71q0173,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q0173/full/max/0/default.jpg,8065.0,5525.0,1837-02-25T00:00:00Z,2019-04-29T23:18:51Z,2019-06-24T13:54:47Z
54,8k71q015j,8k71q018c,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q018c/full/max/0/default.jpg,8047.0,5453.0,1837-02-25T00:00:00Z,2019-04-29T23:18:51Z,2019-06-24T13:54:47Z
55,8k71q015j,8k71q019n,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q019n/full/max/0/default.jpg,8020.0,5444.0,1837-02-25T00:00:00Z,2019-04-29T23:18:51Z,2019-06-24T13:54:47Z
56,8k71q0059,8k71q006k,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q006k/full/max/0/default.jpg,8047.0,5525.0,1837-02-11T00:00:00Z,2019-04-29T23:14:30Z,2019-06-24T13:54:45Z
57,8k71q0059,8k71q007v,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q007v/full/max/0/default.jpg,8038.0,5525.0,1837-02-11T00:00:00Z,2019-04-29T23:14:30Z,2019-06-24T13:54:45Z
58,8k71q0059,8k71q0084,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q0084/full/max/0/default.jpg,8038.0,5435.0,1837-02-11T00:00:00Z,2019-04-29T23:14:30Z,2019-06-24T13:54:45Z
59,8k71q0059,8k71q009d,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q009d/full/max/0/default.jpg,8065.0,5453.0,1837-02-11T00:00:00Z,2019-04-29T23:14:30Z,2019-06-24T13:54:45Z
60,8k71pn583,8k71pn59c,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn59c/full/max/0/default.jpg,8038.0,5516.0,1836-05-28T00:00:00Z,2019-04-29T17:28:36Z,2019-06-24T13:54:49Z
61,8k71pn583,8k71pn604,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn604/full/max/0/default.jpg,8047.0,5543.0,1836-05-28T00:00:00Z,2019-04-29T17:28:36Z,2019-06-24T13:54:49Z
62,8k71pn583,8k71pn61d,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn61d/full/max/0/default.jpg,8047.0,5435.0,1836-05-28T00:00:00Z,2019-04-29T17:28:36Z,2019-06-24T13:54:49Z
63,8k71pn583,8k71pn62p,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn62p/full/max/0/default.jpg,8047.0,5444.0,1836-05-28T00:00:00Z,2019-04-29T17:28:36Z,2019-06-24T13:54:49Z
64,8k71q0105,8k71q011f,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q011f/full/max/0/default.jpg,8065.0,5561.0,1837-02-18T00:00:00Z,2019-04-29T23:16:58Z,2019-06-24T13:54:46Z
65,8k71q0105,8k71q012q,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q012q/full/max/0/default.jpg,8047.0,5543.0,1837-02-18T00:00:00Z,2019-04-29T23:16:58Z,2019-06-24T13:54:46Z
66,8k71q0105,8k71q0130,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q0130/full/max/0/default.jpg,8029.0,5534.0,1837-02-18T00:00:00Z,2019-04-29T23:16:58Z,2019-06-24T13:54:46Z
67,8k71q0105,8k71q0148,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q0148/full/max/0/default.jpg,8056.0,5534.0,1837-02-18T00:00:00Z,2019-04-29T23:16:58Z,2019-06-24T13:54:46Z
68,8k71q000x,8k71q0016,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q0016/full/max/0/default.jpg,8047.0,5534.0,1837-02-04T00:00:00Z,2019-04-29T23:12:24Z,2019-06-24T13:54:44Z
69,8k71q000x,8k71q002g,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q002g/full/max/0/default.jpg,8047.0,5516.0,1837-02-04T00:00:00Z,2019-04-29T23:12:24Z,2019-06-24T13:54:44Z
70,8k71q000x,8k71q003r,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q003r/full/max/0/default.jpg,8128.0,5525.0,1837-02-04T00:00:00Z,2019-04-29T23:12:24Z,2019-06-24T13:54:44Z
71,8k71q000x,8k71q0041,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q0041/full/max/0/default.jpg,8164.0,5588.0,1837-02-04T00:00:00Z,2019-04-29T23:12:24Z,2019-06-24T13:54:44Z
72,8k71q065r,8k71q0661,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q0661/full/max/0/default.jpg,8074.0,5813.0,1837-05-05T00:00:00Z,2019-04-29T23:39:24Z,2019-06-24T13:54:20Z
73,8k71q065r,8k71q0679,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q0679/full/max/0/default.jpg,8074.0,5804.0,1837-05-05T00:00:00Z,2019-04-29T23:39:24Z,2019-06-24T13:54:20Z
74,8k71q065r,8k71q068k,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q068k/full/max/0/default.jpg,8056.0,5795.0,1837-05-05T00:00:00Z,2019-04-29T23:39:24Z,2019-06-24T13:54:20Z
75,8k71q065r,8k71q069v,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q069v/full/max/0/default.jpg,8074.0,5813.0,1837-05-05T00:00:00Z,2019-04-29T23:39:24Z,2019-06-24T13:54:20Z
76,8k71q0903,8k71q091c,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q091c/full/max/0/default.jpg,8065.0,5777.0,1837-06-09T00:00:00Z,2019-04-29T23:51:00Z,2019-06-24T13:54:21Z
77,8k71q0903,8k71q092n,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q092n/full/max/0/default.jpg,8065.0,5786.0,1837-06-09T00:00:00Z,2019-04-29T23:51:00Z,2019-06-24T13:54:21Z
78,8k71q0903,8k71q093x,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q093x/full/max/0/default.jpg,8074.0,5795.0,1837-06-09T00:00:00Z,2019-04-29T23:51:00Z,2019-06-24T13:54:21Z
79,8k71q0903,8k71q0946,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q0946/full/max/0/default.jpg,8065.0,5795.0,1837-06-09T00:00:00Z,2019-04-29T23:51:00Z,2019-06-24T13:54:21Z
80,8k71q0504,8k71q051d,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q051d/full/max/0/default.jpg,8065.0,5795.0,1837-04-14T00:00:00Z,2019-04-29T23:33:23Z,2019-06-24T13:54:18Z
81,8k71q0504,8k71q052p,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q052p/full/max/0/default.jpg,8092.0,5822.0,1837-04-14T00:00:00Z,2019-04-29T23:33:23Z,2019-06-24T13:54:18Z
82,8k71q0504,8k71q053z,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q053z/full/max/0/default.jpg,8065.0,5885.0,1837-04-14T00:00:00Z,2019-04-29T23:33:23Z,2019-06-24T13:54:18Z
83,8k71q0504,8k71q0547,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q0547/full/max/0/default.jpg,8065.0,5885.0,1837-04-14T00:00:00Z,2019-04-29T23:33:23Z,2019-06-24T13:54:18Z
84,8k71q055h,8k71q056s,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q056s/full/max/0/default.jpg,8074.0,5795.0,1837-04-21T00:00:00Z,2019-04-29T23:35:27Z,2019-06-24T13:54:19Z
85,8k71q055h,8k71q0572,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q0572/full/max/0/default.jpg,8083.0,5795.0,1837-04-21T00:00:00Z,2019-04-29T23:35:27Z,2019-06-24T13:54:19Z
86,8k71q055h,8k71q058b,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q058b/full/max/0/default.jpg,8101.0,5813.0,1837-04-21T00:00:00Z,2019-04-29T23:35:27Z,2019-06-24T13:54:19Z
87,8k71q055h,8k71q059m,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q059m/full/max/0/default.jpg,8074.0,5804.0,1837-04-21T00:00:00Z,2019-04-29T23:35:27Z,2019-06-24T13:54:19Z
88,8k71q060c,8k71q061n,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q061n/full/max/0/default.jpg,8074.0,5804.0,1837-04-28T00:00:00Z,2019-04-29T23:37:20Z,2019-06-24T13:54:19Z
89,8k71q060c,8k71q062x,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q062x/full/max/0/default.jpg,8083.0,5813.0,1837-04-28T00:00:00Z,2019-04-29T23:37:20Z,2019-06-24T13:54:19Z
90,8k71q060c,8k71q0636,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q0636/full/max/0/default.jpg,8065.0,5786.0,1837-04-28T00:00:00Z,2019-04-29T23:37:20Z,2019-06-24T13:54:19Z
91,8k71q060c,8k71q064g,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q064g/full/max/0/default.jpg,8083.0,5804.0,1837-04-28T00:00:00Z,2019-04-29T23:37:20Z,2019-06-24T13:54:19Z
92,8k71pm14t,8k71pm153,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pm153/full/max/0/default.jpg,7075.0,4913.0,1832-11-17T00:00:00Z,2019-04-29T16:27:47Z,2019-06-24T13:54:25Z
93,8k71pm14t,8k71pm16c,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pm16c/full/max/0/default.jpg,7075.0,4904.0,1832-11-17T00:00:00Z,2019-04-29T16:27:47Z,2019-06-24T13:54:25Z
94,8k71pm14t,8k71pm17n,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pm17n/full/max/0/default.jpg,7057.0,4922.0,1832-11-17T00:00:00Z,2019-04-29T16:27:47Z,2019-06-24T13:54:25Z
95,8k71pm14t,8k71pm18x,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pm18x/full/max/0/default.jpg,7066.0,4922.0,1832-11-17T00:00:00Z,2019-04-29T16:27:47Z,2019-06-24T13:54:25Z
96,8k71pm09z,8k71pm10q,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pm10q/full/max/0/default.jpg,7048.0,4931.0,1832-11-03T00:00:00Z,2019-04-29T16:25:48Z,2019-06-24T13:54:24Z
97,8k71pm09z,8k71pm110,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pm110/full/max/0/default.jpg,7048.0,4913.0,1832-11-03T00:00:00Z,2019-04-29T16:25:48Z,2019-06-24T13:54:24Z
98,8k71pm09z,8k71pm128,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pm128/full/max/0/default.jpg,7066.0,4931.0,1832-11-03T00:00:00Z,2019-04-29T16:25:48Z,2019-06-24T13:54:24Z
99,8k71pm09z,8k71pm13j,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pm13j/full/max/0/default.jpg,7084.0,4940.0,1832-11-03T00:00:00Z,2019-04-29T16:25:48Z,2019-06-24T13:54:24Z
100,8k71pm04k,8k71pm05v,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pm05v/full/max/0/default.jpg,7039.0,4931.0,1832-10-20T00:00:00Z,2019-04-29T16:23:57Z,2019-06-24T13:54:23Z
101,8k71pm04k,8k71pm064,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pm064/full/max/0/default.jpg,7048.0,4922.0,1832-10-20T00:00:00Z,2019-04-29T16:23:57Z,2019-06-24T13:54:23Z
102,8k71pm04k,8k71pm07d,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pm07d/full/max/0/default.jpg,7039.0,4922.0,1832-10-20T00:00:00Z,2019-04-29T16:23:57Z,2019-06-24T13:54:23Z
103,8k71pm04k,8k71pm08p,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pm08p/full/max/0/default.jpg,7048.0,4922.0,1832-10-20T00:00:00Z,2019-04-29T16:23:57Z,2019-06-24T13:54:23Z
104,8k71pk99x,8k71pm00g,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pm00g/full/max/0/default.jpg,7111.0,4931.0,1832-10-13T00:00:00Z,2019-04-29T16:21:47Z,2019-06-24T13:54:22Z
105,8k71pk99x,8k71pm01r,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pm01r/full/max/0/default.jpg,7129.0,4940.0,1832-10-13T00:00:00Z,2019-04-29T16:21:47Z,2019-06-24T13:54:22Z
106,8k71pk99x,8k71pm021,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pm021/full/max/0/default.jpg,7093.0,4949.0,1832-10-13T00:00:00Z,2019-04-29T16:21:47Z,2019-06-24T13:54:22Z
107,8k71pk99x,8k71pm039,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pm039/full/max/0/default.jpg,7093.0,4931.0,1832-10-13T00:00:00Z,2019-04-29T16:21:47Z,2019-06-24T13:54:22Z
108,8k71pv989,8k71pv99k,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pv99k/full/max/0/default.jpg,8037.0,5847.0,1841-12-03T00:00:00Z,2019-04-29T21:22:21Z,2019-06-24T13:55:28Z
109,8k71pv989,8k71pw004,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pw004/full/max/0/default.jpg,7972.0,5759.0,1841-12-03T00:00:00Z,2019-04-29T21:22:21Z,2019-06-24T13:55:28Z
110,8k71pv989,8k71pw01d,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pw01d/full/max/0/default.jpg,8009.0,5825.0,1841-12-03T00:00:00Z,2019-04-29T21:22:21Z,2019-06-24T13:55:28Z
111,8k71pv989,8k71pw02p,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pw02p/full/max/0/default.jpg,7967.0,5761.0,1841-12-03T00:00:00Z,2019-04-29T21:22:21Z,2019-06-24T13:55:28Z
112,8k71pv882,8k71pv89b,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pv89b/full/max/0/default.jpg,8026.0,5799.0,1841-11-19T00:00:00Z,2019-04-29T21:18:52Z,2019-06-24T13:55:26Z
113,8k71pv882,8k71pv903,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pv903/full/max/0/default.jpg,7968.0,5787.0,1841-11-19T00:00:00Z,2019-04-29T21:18:52Z,2019-06-24T13:55:26Z
114,8k71pv882,8k71pv91c,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pv91c/full/max/0/default.jpg,8044.0,5847.0,1841-11-19T00:00:00Z,2019-04-29T21:18:52Z,2019-06-24T13:55:26Z
