,Unnamed: 0,issue_id,image_id,image_url,height,width,record_date,created_at,modified_at,filename
4477,4477,6395xd315,6395xd33q,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd33q/full/max/0/default.jpg,5327.0,4051.0,1848-03-24T00:00:00Z,2020-11-13T16:51:46Z,2020-11-13T16:52:37Z,2_commonwealth_6395xd315_accessFull.jpg
4478,4478,6395xd315,6395xd340,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd340/full/max/0/default.jpg,5333.0,4014.0,1848-03-24T00:00:00Z,2020-11-13T16:51:46Z,2020-11-13T16:52:37Z,3_commonwealth_6395xd315_accessFull.jpg
4479,4479,6395xd315,6395xd358,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd358/full/max/0/default.jpg,5329.0,4039.0,1848-03-24T00:00:00Z,2020-11-13T16:51:46Z,2020-11-13T16:52:37Z,4_commonwealth_6395xd315_accessFull.jpg
4480,4480,6395xd51n,6395xd52x,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd52x/full/max/0/default.jpg,5329.0,4060.0,1848-04-21T00:00:00Z,2020-11-13T16:55:45Z,2020-11-13T16:56:37Z,1_commonwealth_6395xd51n_accessFull.jpg
4481,4481,6395xd51n,6395xd536,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd536/full/max/0/default.jpg,5333.0,4076.0,1848-04-21T00:00:00Z,2020-11-13T16:55:45Z,2020-11-13T16:56:37Z,2_commonwealth_6395xd51n_accessFull.jpg
4482,4482,6395xd51n,6395xd54g,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd54g/full/max/0/default.jpg,5331.0,4051.0,1848-04-21T00:00:00Z,2020-11-13T16:55:45Z,2020-11-13T16:56:37Z,3_commonwealth_6395xd51n_accessFull.jpg
4483,4483,6395xd51n,6395xd55r,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd55r/full/max/0/default.jpg,5340.0,4038.0,1848-04-21T00:00:00Z,2020-11-13T16:55:45Z,2020-11-13T16:56:37Z,4_commonwealth_6395xd51n_accessFull.jpg
4484,4484,6395xd81c,6395xd82n,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd82n/full/max/0/default.jpg,5323.0,4054.0,1848-06-02T00:00:00Z,2020-11-13T17:01:39Z,2020-11-13T17:02:30Z,1_commonwealth_6395xd81c_accessFull.jpg
4485,4485,6395xd81c,6395xd83x,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd83x/full/max/0/default.jpg,5330.0,4041.0,1848-06-02T00:00:00Z,2020-11-13T17:01:39Z,2020-11-13T17:02:30Z,2_commonwealth_6395xd81c_accessFull.jpg
4486,4486,6395xd81c,6395xd846,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd846/full/max/0/default.jpg,5329.0,4080.0,1848-06-02T00:00:00Z,2020-11-13T17:01:39Z,2020-11-13T17:02:30Z,3_commonwealth_6395xd81c_accessFull.jpg
4487,4487,6395xd81c,6395xd85g,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd85g/full/max/0/default.jpg,5330.0,4069.0,1848-06-02T00:00:00Z,2020-11-13T17:01:39Z,2020-11-13T17:02:30Z,4_commonwealth_6395xd81c_accessFull.jpg
4488,4488,6395xc91d,6395xc92p,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xc92p/full/max/0/default.jpg,5328.0,4051.0,1848-01-28T00:00:00Z,2020-11-13T16:43:45Z,2020-11-13T16:44:35Z,1_commonwealth_6395xc91d_accessFull.jpg
4489,4489,6395xc91d,6395xc93z,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xc93z/full/max/0/default.jpg,5343.0,4048.0,1848-01-28T00:00:00Z,2020-11-13T16:43:45Z,2020-11-13T16:44:35Z,2_commonwealth_6395xc91d_accessFull.jpg
4490,4490,6395xc91d,6395xc947,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xc947/full/max/0/default.jpg,5338.0,3964.0,1848-01-28T00:00:00Z,2020-11-13T16:43:45Z,2020-11-13T16:44:35Z,3_commonwealth_6395xc91d_accessFull.jpg
4491,4491,6395xc91d,6395xc95h,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xc95h/full/max/0/default.jpg,5333.0,3984.0,1848-01-28T00:00:00Z,2020-11-13T16:43:45Z,2020-11-13T16:44:35Z,4_commonwealth_6395xc91d_accessFull.jpg
4492,4492,6395xd162,6395xd17b,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd17b/full/max/0/default.jpg,5307.0,4029.0,1848-03-03T00:00:00Z,2020-11-13T16:48:45Z,2020-11-13T16:49:36Z,1_commonwealth_6395xd162_accessFull.jpg
4493,4493,6395xd162,6395xd18m,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd18m/full/max/0/default.jpg,5327.0,4069.0,1848-03-03T00:00:00Z,2020-11-13T16:48:45Z,2020-11-13T16:49:36Z,2_commonwealth_6395xd162_accessFull.jpg
4494,4494,6395xd162,6395xd19w,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd19w/full/max/0/default.jpg,5296.0,4065.0,1848-03-03T00:00:00Z,2020-11-13T16:48:45Z,2020-11-13T16:49:36Z,3_commonwealth_6395xd162_accessFull.jpg
4495,4495,6395xd162,6395xd20n,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd20n/full/max/0/default.jpg,5298.0,4078.0,1848-03-03T00:00:00Z,2020-11-13T16:48:45Z,2020-11-13T16:49:36Z,4_commonwealth_6395xd162_accessFull.jpg
4496,4496,6395xd561,6395xd579,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd579/full/max/0/default.jpg,5330.0,4065.0,1848-04-28T00:00:00Z,2020-11-13T16:56:45Z,2020-11-13T16:57:38Z,1_commonwealth_6395xd561_accessFull.jpg
4497,4497,6395xd561,6395xd58k,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd58k/full/max/0/default.jpg,5327.0,4102.0,1848-04-28T00:00:00Z,2020-11-13T16:56:45Z,2020-11-13T16:57:38Z,2_commonwealth_6395xd561_accessFull.jpg
4498,4498,6395xd561,6395xd59v,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd59v/full/max/0/default.jpg,5329.0,4087.0,1848-04-28T00:00:00Z,2020-11-13T16:56:45Z,2020-11-13T16:57:38Z,3_commonwealth_6395xd561_accessFull.jpg
4499,4499,6395xd561,6395xd60m,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd60m/full/max/0/default.jpg,5327.0,4082.0,1848-04-28T00:00:00Z,2020-11-13T16:56:45Z,2020-11-13T16:57:38Z,4_commonwealth_6395xd561_accessFull.jpg
4500,4500,6395xd86r,6395xd871,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd871/full/max/0/default.jpg,5336.0,4082.0,1848-06-09T00:00:00Z,2020-11-13T17:02:39Z,2020-11-13T17:03:31Z,1_commonwealth_6395xd86r_accessFull.jpg
4501,4501,6395xd86r,6395xd889,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd889/full/max/0/default.jpg,5336.0,4044.0,1848-06-09T00:00:00Z,2020-11-13T17:02:39Z,2020-11-13T17:03:31Z,2_commonwealth_6395xd86r_accessFull.jpg
4502,4502,6395xd86r,6395xd89k,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd89k/full/max/0/default.jpg,5337.0,4072.0,1848-06-09T00:00:00Z,2020-11-13T17:02:39Z,2020-11-13T17:03:31Z,3_commonwealth_6395xd86r_accessFull.jpg
4503,4503,6395xd86r,6395xd90b,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd90b/full/max/0/default.jpg,5335.0,4064.0,1848-06-09T00:00:00Z,2020-11-13T17:02:39Z,2020-11-13T17:03:31Z,4_commonwealth_6395xd86r_accessFull.jpg
4504,4504,6395xc769,6395xc77k,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xc77k/full/max/0/default.jpg,5352.0,4045.0,1848-01-07T00:00:00Z,2020-11-13T16:40:47Z,2020-11-13T16:41:41Z,1_commonwealth_6395xc769_accessFull.jpg
4505,4505,6395xc769,6395xc78v,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xc78v/full/max/0/default.jpg,5371.0,4051.0,1848-01-07T00:00:00Z,2020-11-13T16:40:47Z,2020-11-13T16:41:41Z,2_commonwealth_6395xc769_accessFull.jpg
4506,4506,6395xc769,6395xc794,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xc794/full/max/0/default.jpg,5363.0,4007.0,1848-01-07T00:00:00Z,2020-11-13T16:40:47Z,2020-11-13T16:41:41Z,3_commonwealth_6395xc769_accessFull.jpg
4507,4507,6395xc769,6395xc80w,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xc80w/full/max/0/default.jpg,5361.0,4074.0,1848-01-07T00:00:00Z,2020-11-13T16:40:47Z,2020-11-13T16:41:41Z,4_commonwealth_6395xc769_accessFull.jpg
4508,4508,6395xd21x,6395xd226,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd226/full/max/0/default.jpg,5325.0,4059.0,1848-03-10T00:00:00Z,2020-11-13T16:49:45Z,2020-11-13T16:50:38Z,1_commonwealth_6395xd21x_accessFull.jpg
4509,4509,6395xd21x,6395xd23g,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd23g/full/max/0/default.jpg,5322.0,4040.0,1848-03-10T00:00:00Z,2020-11-13T16:49:45Z,2020-11-13T16:50:38Z,2_commonwealth_6395xd21x_accessFull.jpg
4510,4510,6395xd21x,6395xd24r,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd24r/full/max/0/default.jpg,5319.0,4013.0,1848-03-10T00:00:00Z,2020-11-13T16:49:45Z,2020-11-13T16:50:38Z,3_commonwealth_6395xd21x_accessFull.jpg
4511,4511,6395xd21x,6395xd251,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd251/full/max/0/default.jpg,5331.0,4023.0,1848-03-10T00:00:00Z,2020-11-13T16:49:45Z,2020-11-13T16:50:38Z,4_commonwealth_6395xd21x_accessFull.jpg
4512,4512,6395xd46s,6395xd472,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd472/full/max/0/default.jpg,5331.0,4017.0,1848-04-14T00:00:00Z,2020-11-13T16:54:42Z,2020-11-13T16:55:34Z,1_commonwealth_6395xd46s_accessFull.jpg
4513,4513,6395xd46s,6395xd48b,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd48b/full/max/0/default.jpg,5335.0,4052.0,1848-04-14T00:00:00Z,2020-11-13T16:54:42Z,2020-11-13T16:55:34Z,2_commonwealth_6395xd46s_accessFull.jpg
4514,4514,6395xd46s,6395xd49m,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd49m/full/max/0/default.jpg,5334.0,4049.0,1848-04-14T00:00:00Z,2020-11-13T16:54:42Z,2020-11-13T16:55:34Z,3_commonwealth_6395xd46s_accessFull.jpg
4515,4515,6395xd46s,6395xd50c,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd50c/full/max/0/default.jpg,5330.0,4040.0,1848-04-14T00:00:00Z,2020-11-13T16:54:42Z,2020-11-13T16:55:34Z,4_commonwealth_6395xd46s_accessFull.jpg
4516,4516,6395xd76h,6395xd77s,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd77s/full/max/0/default.jpg,5331.0,4082.0,1848-05-26T00:00:00Z,2020-11-13T17:00:41Z,2020-11-13T17:01:33Z,1_commonwealth_6395xd76h_accessFull.jpg
4517,4517,6395xd76h,6395xd782,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd782/full/max/0/default.jpg,5336.0,4099.0,1848-05-26T00:00:00Z,2020-11-13T17:00:41Z,2020-11-13T17:01:33Z,2_commonwealth_6395xd76h_accessFull.jpg
4518,4518,6395xd76h,6395xd79b,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd79b/full/max/0/default.jpg,5334.0,4084.0,1848-05-26T00:00:00Z,2020-11-13T17:00:41Z,2020-11-13T17:01:33Z,3_commonwealth_6395xd76h_accessFull.jpg
4519,4519,6395xd76h,6395xd803,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd803/full/max/0/default.jpg,5336.0,4068.0,1848-05-26T00:00:00Z,2020-11-13T17:00:41Z,2020-11-13T17:01:33Z,4_commonwealth_6395xd76h_accessFull.jpg
4520,4520,6395xc815,6395xc82f,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xc82f/full/max/0/default.jpg,5341.0,3998.0,1848-01-14T00:00:00Z,2020-11-13T16:41:52Z,2020-11-13T16:42:44Z,1_commonwealth_6395xc815_accessFull.jpg
4521,4521,6395xc815,6395xc83q,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xc83q/full/max/0/default.jpg,5337.0,4019.0,1848-01-14T00:00:00Z,2020-11-13T16:41:52Z,2020-11-13T16:42:44Z,2_commonwealth_6395xc815_accessFull.jpg
4522,4522,6395xc815,6395xc840,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xc840/full/max/0/default.jpg,5344.0,4007.0,1848-01-14T00:00:00Z,2020-11-13T16:41:52Z,2020-11-13T16:42:44Z,3_commonwealth_6395xc815_accessFull.jpg
4523,4523,6395xc815,6395xc858,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xc858/full/max/0/default.jpg,5340.0,4006.0,1848-01-14T00:00:00Z,2020-11-13T16:41:52Z,2020-11-13T16:42:44Z,4_commonwealth_6395xc815_accessFull.jpg
4524,4524,6395xd06t,6395xd073,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd073/full/max/0/default.jpg,5329.0,4008.0,1848-02-18T00:00:00Z,2020-11-13T16:46:46Z,2020-11-13T16:47:37Z,1_commonwealth_6395xd06t_accessFull.jpg
4525,4525,6395xd06t,6395xd08c,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd08c/full/max/0/default.jpg,5334.0,4035.0,1848-02-18T00:00:00Z,2020-11-13T16:46:46Z,2020-11-13T16:47:37Z,2_commonwealth_6395xd06t_accessFull.jpg
4526,4526,6395xd06t,6395xd09n,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd09n/full/max/0/default.jpg,5339.0,4032.0,1848-02-18T00:00:00Z,2020-11-13T16:46:46Z,2020-11-13T16:47:37Z,3_commonwealth_6395xd06t_accessFull.jpg
4527,4527,6395xd06t,6395xd10d,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd10d/full/max/0/default.jpg,5331.0,4061.0,1848-02-18T00:00:00Z,2020-11-13T16:46:46Z,2020-11-13T16:47:37Z,4_commonwealth_6395xd06t_accessFull.jpg
4528,4528,6395xd36j,6395xd37t,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd37t/full/max/0/default.jpg,5330.0,4023.0,1848-03-31T00:00:00Z,2020-11-13T16:52:43Z,2020-11-13T16:53:34Z,1_commonwealth_6395xd36j_accessFull.jpg
4529,4529,6395xd36j,6395xd383,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd383/full/max/0/default.jpg,5336.0,4059.0,1848-03-31T00:00:00Z,2020-11-13T16:52:43Z,2020-11-13T16:53:34Z,2_commonwealth_6395xd36j_accessFull.jpg
4530,4530,6395xd36j,6395xd39c,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd39c/full/max/0/default.jpg,5332.0,4066.0,1848-03-31T00:00:00Z,2020-11-13T16:52:43Z,2020-11-13T16:53:34Z,3_commonwealth_6395xd36j_accessFull.jpg
4531,4531,6395xd36j,6395xd404,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd404/full/max/0/default.jpg,5328.0,4033.0,1848-03-31T00:00:00Z,2020-11-13T16:52:43Z,2020-11-13T16:53:34Z,4_commonwealth_6395xd36j_accessFull.jpg
4532,4532,6395xd714,6395xd72d,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd72d/full/max/0/default.jpg,5329.0,4057.0,1848-05-19T00:00:00Z,2020-11-13T16:59:41Z,2020-11-13T17:00:34Z,1_commonwealth_6395xd714_accessFull.jpg
4533,4533,6395xd714,6395xd73p,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd73p/full/max/0/default.jpg,5333.0,4080.0,1848-05-19T00:00:00Z,2020-11-13T16:59:41Z,2020-11-13T17:00:34Z,2_commonwealth_6395xd714_accessFull.jpg
4534,4534,6395xd714,6395xd74z,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd74z/full/max/0/default.jpg,5324.0,4066.0,1848-05-19T00:00:00Z,2020-11-13T16:59:41Z,2020-11-13T17:00:34Z,3_commonwealth_6395xd714_accessFull.jpg
4535,4535,6395xd714,6395xd757,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd757/full/max/0/default.jpg,5329.0,4053.0,1848-05-19T00:00:00Z,2020-11-13T16:59:41Z,2020-11-13T17:00:34Z,4_commonwealth_6395xd714_accessFull.jpg
4536,4536,6395xc86j,6395xc87t,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xc87t/full/max/0/default.jpg,5336.0,3979.0,1848-01-21T00:00:00Z,2020-11-13T16:42:51Z,2020-11-13T16:43:42Z,1_commonwealth_6395xc86j_accessFull.jpg
4537,4537,6395xc86j,6395xc883,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xc883/full/max/0/default.jpg,5333.0,4014.0,1848-01-21T00:00:00Z,2020-11-13T16:42:51Z,2020-11-13T16:43:42Z,2_commonwealth_6395xc86j_accessFull.jpg
4538,4538,6395xc86j,6395xc89c,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xc89c/full/max/0/default.jpg,5337.0,4052.0,1848-01-21T00:00:00Z,2020-11-13T16:42:51Z,2020-11-13T16:43:42Z,3_commonwealth_6395xc86j_accessFull.jpg
4539,4539,6395xc86j,6395xc904,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xc904/full/max/0/default.jpg,5333.0,4038.0,1848-01-21T00:00:00Z,2020-11-13T16:42:51Z,2020-11-13T16:43:42Z,4_commonwealth_6395xc86j_accessFull.jpg
4540,4540,6395xd11p,6395xd12z,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd12z/full/max/0/default.jpg,5351.0,4038.0,1848-02-25T00:00:00Z,2020-11-13T16:47:46Z,2020-11-13T16:48:37Z,1_commonwealth_6395xd11p_accessFull.jpg
4541,4541,6395xd11p,6395xd137,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd137/full/max/0/default.jpg,5335.0,4018.0,1848-02-25T00:00:00Z,2020-11-13T16:47:46Z,2020-11-13T16:48:37Z,2_commonwealth_6395xd11p_accessFull.jpg
4542,4542,6395xd11p,6395xd14h,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd14h/full/max/0/default.jpg,5331.0,4031.0,1848-02-25T00:00:00Z,2020-11-13T16:47:46Z,2020-11-13T16:48:37Z,3_commonwealth_6395xd11p_accessFull.jpg
4543,4543,6395xd11p,6395xd15s,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd15s/full/max/0/default.jpg,5317.0,4057.0,1848-02-25T00:00:00Z,2020-11-13T16:47:46Z,2020-11-13T16:48:37Z,4_commonwealth_6395xd11p_accessFull.jpg
4544,4544,6395xd41d,6395xd42p,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd42p/full/max/0/default.jpg,5358.0,4059.0,1848-04-07T00:00:00Z,2020-11-13T16:53:42Z,2020-11-13T16:54:34Z,1_commonwealth_6395xd41d_accessFull.jpg
4545,4545,6395xd41d,6395xd43z,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd43z/full/max/0/default.jpg,5358.0,4038.0,1848-04-07T00:00:00Z,2020-11-13T16:53:42Z,2020-11-13T16:54:34Z,2_commonwealth_6395xd41d_accessFull.jpg
4546,4546,6395xd41d,6395xd447,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd447/full/max/0/default.jpg,5341.0,4057.0,1848-04-07T00:00:00Z,2020-11-13T16:53:42Z,2020-11-13T16:54:34Z,3_commonwealth_6395xd41d_accessFull.jpg
4547,4547,6395xd41d,6395xd45h,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd45h/full/max/0/default.jpg,5342.0,4064.0,1848-04-07T00:00:00Z,2020-11-13T16:53:42Z,2020-11-13T16:54:34Z,4_commonwealth_6395xd41d_accessFull.jpg
4548,4548,6395xd668,6395xd67j,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd67j/full/max/0/default.jpg,5333.0,4054.0,1848-05-12T00:00:00Z,2020-11-13T16:58:42Z,2020-11-13T16:59:34Z,1_commonwealth_6395xd668_accessFull.jpg
4549,4549,6395xd668,6395xd68t,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd68t/full/max/0/default.jpg,5338.0,4074.0,1848-05-12T00:00:00Z,2020-11-13T16:58:42Z,2020-11-13T16:59:34Z,2_commonwealth_6395xd668_accessFull.jpg
4550,4550,6395xd668,6395xd693,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd693/full/max/0/default.jpg,5329.0,4083.0,1848-05-12T00:00:00Z,2020-11-13T16:58:42Z,2020-11-13T16:59:34Z,3_commonwealth_6395xd668_accessFull.jpg
4551,4551,6395xd668,6395xd70v,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd70v/full/max/0/default.jpg,5325.0,4064.0,1848-05-12T00:00:00Z,2020-11-13T16:58:42Z,2020-11-13T16:59:34Z,4_commonwealth_6395xd668_accessFull.jpg
4552,4552,6395xd01f,6395xd02q,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd02q/full/max/0/default.jpg,5330.0,4028.0,1848-02-11T00:00:00Z,2020-11-13T16:45:47Z,2020-11-13T16:46:39Z,1_commonwealth_6395xd01f_accessFull.jpg
4553,4553,6395xd01f,6395xd030,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd030/full/max/0/default.jpg,5332.0,4044.0,1848-02-11T00:00:00Z,2020-11-13T16:45:47Z,2020-11-13T16:46:39Z,2_commonwealth_6395xd01f_accessFull.jpg
4554,4554,6395xd01f,6395xd048,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd048/full/max/0/default.jpg,5331.0,4016.0,1848-02-11T00:00:00Z,2020-11-13T16:45:47Z,2020-11-13T16:46:39Z,3_commonwealth_6395xd01f_accessFull.jpg
4555,4555,6395xd01f,6395xd05j,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd05j/full/max/0/default.jpg,5330.0,4038.0,1848-02-11T00:00:00Z,2020-11-13T16:45:47Z,2020-11-13T16:46:39Z,4_commonwealth_6395xd01f_accessFull.jpg
4556,4556,6395xd269,6395xd27k,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd27k/full/max/0/default.jpg,5323.0,4046.0,1848-03-17T00:00:00Z,2020-11-13T16:50:44Z,2020-11-13T16:51:35Z,1_commonwealth_6395xd269_accessFull.jpg
4557,4557,6395xd269,6395xd28v,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd28v/full/max/0/default.jpg,5322.0,4053.0,1848-03-17T00:00:00Z,2020-11-13T16:50:44Z,2020-11-13T16:51:35Z,2_commonwealth_6395xd269_accessFull.jpg
4558,4558,6395xd269,6395xd294,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd294/full/max/0/default.jpg,5350.0,4068.0,1848-03-17T00:00:00Z,2020-11-13T16:50:44Z,2020-11-13T16:51:35Z,3_commonwealth_6395xd269_accessFull.jpg
4559,4559,6395xd269,6395xd30w,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd30w/full/max/0/default.jpg,5321.0,4049.0,1848-03-17T00:00:00Z,2020-11-13T16:50:44Z,2020-11-13T16:51:35Z,4_commonwealth_6395xd269_accessFull.jpg
4560,4560,6395xd61w,6395xd625,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd625/full/max/0/default.jpg,5332.0,4058.0,1848-05-05T00:00:00Z,2020-11-13T16:57:46Z,2020-11-13T16:58:39Z,1_commonwealth_6395xd61w_accessFull.jpg
4561,4561,6395xd61w,6395xd63f,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd63f/full/max/0/default.jpg,5333.0,4022.0,1848-05-05T00:00:00Z,2020-11-13T16:57:46Z,2020-11-13T16:58:39Z,2_commonwealth_6395xd61w_accessFull.jpg
4562,4562,6395xd61w,6395xd64q,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd64q/full/max/0/default.jpg,5330.0,4061.0,1848-05-05T00:00:00Z,2020-11-13T16:57:46Z,2020-11-13T16:58:39Z,3_commonwealth_6395xd61w_accessFull.jpg
4563,4563,6395xd61w,6395xd650,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd650/full/max/0/default.jpg,5329.0,4081.0,1848-05-05T00:00:00Z,2020-11-13T16:57:46Z,2020-11-13T16:58:39Z,4_commonwealth_6395xd61w_accessFull.jpg
4564,4564,6395xd91m,6395xd92w,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd92w/full/max/0/default.jpg,5340.0,4052.0,1848-06-16T00:00:00Z,2020-11-13T17:03:39Z,2020-11-13T17:04:32Z,1_commonwealth_6395xd91m_accessFull.jpg
4565,4565,6395xd91m,6395xd935,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd935/full/max/0/default.jpg,5333.0,4038.0,1848-06-16T00:00:00Z,2020-11-13T17:03:39Z,2020-11-13T17:04:32Z,2_commonwealth_6395xd91m_accessFull.jpg
4566,4566,6395xd91m,6395xd94f,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd94f/full/max/0/default.jpg,5331.0,4072.0,1848-06-16T00:00:00Z,2020-11-13T17:03:39Z,2020-11-13T17:04:32Z,3_commonwealth_6395xd91m_accessFull.jpg
4567,4567,6395xd91m,6395xd95q,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:6395xd95q/full/max/0/default.jpg,5337.0,4068.0,1848-06-16T00:00:00Z,2020-11-13T17:03:39Z,2020-11-13T17:04:32Z,4_commonwealth_6395xd91m_accessFull.jpg
4568,4568,5h741w03v,5h741w044,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:5h741w044/full/max/0/default.jpg,5463.0,4061.0,1851-03-28T00:00:00Z,2020-11-13T20:58:21Z,2020-11-13T20:59:13Z,1_commonwealth_5h741w03v_accessFull.jpg
4569,4569,5h741w03v,5h741w05d,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:5h741w05d/full/max/0/default.jpg,5438.0,4020.0,1851-03-28T00:00:00Z,2020-11-13T20:58:21Z,2020-11-13T20:59:13Z,2_commonwealth_5h741w03v_accessFull.jpg
4570,4570,5h741w03v,5h741w06p,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:5h741w06p/full/max/0/default.jpg,5467.0,4031.0,1851-03-28T00:00:00Z,2020-11-13T20:58:21Z,2020-11-13T20:59:13Z,3_commonwealth_5h741w03v_accessFull.jpg
4571,4571,5h741w03v,5h741w07z,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:5h741w07z/full/max/0/default.jpg,5454.0,4037.0,1851-03-28T00:00:00Z,2020-11-13T20:58:21Z,2020-11-13T20:59:13Z,4_commonwealth_5h741w03v_accessFull.jpg
