,Unnamed: 0,issue_id,image_id,image_url,height,width,record_date,created_at,modified_at,filename
22,22,mc87rn482,mc87rn51c,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rn51c/full/max/0/default.jpg,5267.0,3766.0,1831-12-03T00:00:00Z,2019-04-30T21:54:58Z,2019-06-24T14:08:33Z,3_commonwealth_mc87rn482_accessFull.jpg
23,23,mc87rn482,mc87rn52n,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:mc87rn52n/full/max/0/default.jpg,5275.0,3772.0,1831-12-03T00:00:00Z,2019-04-30T21:54:58Z,2019-06-24T14:08:33Z,4_commonwealth_mc87rn482_accessFull.jpg
24,24,8k71pn39w,8k71pn40n,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn40n/full/max/0/default.jpg,8038.0,5534.0,1836-05-07T00:00:00Z,2019-04-29T17:21:25Z,2019-06-24T13:54:01Z,1_commonwealth_8k71pn39w_accessFull.jpg
25,25,8k71pn39w,8k71pn41x,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn41x/full/max/0/default.jpg,8038.0,5534.0,1836-05-07T00:00:00Z,2019-04-29T17:21:25Z,2019-06-24T13:54:01Z,2_commonwealth_8k71pn39w_accessFull.jpg
26,26,8k71pn39w,8k71pn426,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn426/full/max/0/default.jpg,8065.0,5606.0,1836-05-07T00:00:00Z,2019-04-29T17:21:25Z,2019-06-24T13:54:01Z,3_commonwealth_8k71pn39w_accessFull.jpg
27,27,8k71pn39w,8k71pn43g,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn43g/full/max/0/default.jpg,8047.0,5588.0,1836-05-07T00:00:00Z,2019-04-29T17:21:25Z,2019-06-24T13:54:01Z,4_commonwealth_8k71pn39w_accessFull.jpg
28,28,8k71pn34h,8k71pn35s,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn35s/full/max/0/default.jpg,8056.0,5552.0,1836-04-30T00:00:00Z,2019-04-29T17:18:56Z,2019-06-24T13:54:00Z,1_commonwealth_8k71pn34h_accessFull.jpg
29,29,8k71pn34h,8k71pn362,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn362/full/max/0/default.jpg,8047.0,5579.0,1836-04-30T00:00:00Z,2019-04-29T17:18:56Z,2019-06-24T13:54:00Z,2_commonwealth_8k71pn34h_accessFull.jpg
30,30,8k71pn34h,8k71pn37b,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn37b/full/max/0/default.jpg,8038.0,5561.0,1836-04-30T00:00:00Z,2019-04-29T17:18:56Z,2019-06-24T13:54:00Z,3_commonwealth_8k71pn34h_accessFull.jpg
31,31,8k71pn34h,8k71pn38m,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn38m/full/max/0/default.jpg,8038.0,5534.0,1836-04-30T00:00:00Z,2019-04-29T17:18:56Z,2019-06-24T13:54:00Z,4_commonwealth_8k71pn34h_accessFull.jpg
32,32,8k71pn248,8k71pn25j,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn25j/full/max/0/default.jpg,8065.0,5543.0,1836-04-16T00:00:00Z,2019-04-29T17:13:24Z,2019-06-24T13:53:58Z,1_commonwealth_8k71pn248_accessFull.jpg
33,33,8k71pn248,8k71pn26t,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn26t/full/max/0/default.jpg,8065.0,5516.0,1836-04-16T00:00:00Z,2019-04-29T17:13:24Z,2019-06-24T13:53:58Z,2_commonwealth_8k71pn248_accessFull.jpg
34,34,8k71pn248,8k71pn273,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn273/full/max/0/default.jpg,8047.0,5606.0,1836-04-16T00:00:00Z,2019-04-29T17:13:24Z,2019-06-24T13:53:58Z,3_commonwealth_8k71pn248_accessFull.jpg
35,35,8k71pn248,8k71pn28c,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn28c/full/max/0/default.jpg,8056.0,5606.0,1836-04-16T00:00:00Z,2019-04-29T17:13:24Z,2019-06-24T13:53:58Z,4_commonwealth_8k71pn248_accessFull.jpg
36,36,8k71pn19d,8k71pn205,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn205/full/max/0/default.jpg,8038.0,5552.0,1836-04-09T00:00:00Z,2019-04-29T17:11:24Z,2019-06-24T13:53:56Z,1_commonwealth_8k71pn19d_accessFull.jpg
37,37,8k71pn19d,8k71pn21f,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn21f/full/max/0/default.jpg,8038.0,5552.0,1836-04-09T00:00:00Z,2019-04-29T17:11:24Z,2019-06-24T13:53:56Z,2_commonwealth_8k71pn19d_accessFull.jpg
38,38,8k71pn19d,8k71pn22q,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn22q/full/max/0/default.jpg,8038.0,5534.0,1836-04-09T00:00:00Z,2019-04-29T17:11:24Z,2019-06-24T13:53:56Z,3_commonwealth_8k71pn19d_accessFull.jpg
39,39,8k71pn19d,8k71pn230,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn230/full/max/0/default.jpg,8038.0,5543.0,1836-04-09T00:00:00Z,2019-04-29T17:11:24Z,2019-06-24T13:53:56Z,4_commonwealth_8k71pn19d_accessFull.jpg
40,40,8k71pn29n,8k71pn30d,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn30d/full/max/0/default.jpg,8074.0,5552.0,1836-04-23T00:00:00Z,2019-04-29T17:16:08Z,2019-06-24T13:53:59Z,1_commonwealth_8k71pn29n_accessFull.jpg
41,41,8k71pn29n,8k71pn31p,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn31p/full/max/0/default.jpg,8056.0,5579.0,1836-04-23T00:00:00Z,2019-04-29T17:16:08Z,2019-06-24T13:53:59Z,2_commonwealth_8k71pn29n_accessFull.jpg
42,42,8k71pn29n,8k71pn32z,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn32z/full/max/0/default.jpg,8029.0,5543.0,1836-04-23T00:00:00Z,2019-04-29T17:16:08Z,2019-06-24T13:53:59Z,3_commonwealth_8k71pn29n_accessFull.jpg
43,43,8k71pn29n,8k71pn337,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn337/full/max/0/default.jpg,8047.0,5543.0,1836-04-23T00:00:00Z,2019-04-29T17:16:08Z,2019-06-24T13:53:59Z,4_commonwealth_8k71pn29n_accessFull.jpg
44,44,8k71q040w,8k71q0415,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q0415/full/max/0/default.jpg,8110.0,5786.0,1837-03-31T00:00:00Z,2019-04-29T23:26:50Z,2019-06-24T13:54:48Z,1_commonwealth_8k71q040w_accessFull.jpg
45,45,8k71q040w,8k71q042f,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q042f/full/max/0/default.jpg,8092.0,5795.0,1837-03-31T00:00:00Z,2019-04-29T23:26:50Z,2019-06-24T13:54:48Z,2_commonwealth_8k71q040w_accessFull.jpg
46,46,8k71q040w,8k71q043q,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q043q/full/max/0/default.jpg,8065.0,5786.0,1837-03-31T00:00:00Z,2019-04-29T23:26:50Z,2019-06-24T13:54:48Z,3_commonwealth_8k71q040w_accessFull.jpg
47,47,8k71q040w,8k71q0440,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q0440/full/max/0/default.jpg,8083.0,5822.0,1837-03-31T00:00:00Z,2019-04-29T23:26:50Z,2019-06-24T13:54:48Z,4_commonwealth_8k71q040w_accessFull.jpg
48,48,8k71pn63z,8k71pn647,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn647/full/max/0/default.jpg,8056.0,5561.0,1836-06-04T00:00:00Z,2019-04-29T17:30:26Z,2019-06-24T13:54:49Z,1_commonwealth_8k71pn63z_accessFull.jpg
49,49,8k71pn63z,8k71pn65h,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn65h/full/max/0/default.jpg,8038.0,5525.0,1836-06-04T00:00:00Z,2019-04-29T17:30:26Z,2019-06-24T13:54:49Z,2_commonwealth_8k71pn63z_accessFull.jpg
50,50,8k71pn63z,8k71pn66s,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn66s/full/max/0/default.jpg,8047.0,5534.0,1836-06-04T00:00:00Z,2019-04-29T17:30:26Z,2019-06-24T13:54:49Z,3_commonwealth_8k71pn63z_accessFull.jpg
51,51,8k71pn63z,8k71pn672,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn672/full/max/0/default.jpg,8038.0,5516.0,1836-06-04T00:00:00Z,2019-04-29T17:30:26Z,2019-06-24T13:54:49Z,4_commonwealth_8k71pn63z_accessFull.jpg
52,52,8k71q015j,8k71q016t,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q016t/full/max/0/default.jpg,8056.0,5534.0,1837-02-25T00:00:00Z,2019-04-29T23:18:51Z,2019-06-24T13:54:47Z,1_commonwealth_8k71q015j_accessFull.jpg
53,53,8k71q015j,8k71q0173,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q0173/full/max/0/default.jpg,8065.0,5525.0,1837-02-25T00:00:00Z,2019-04-29T23:18:51Z,2019-06-24T13:54:47Z,2_commonwealth_8k71q015j_accessFull.jpg
54,54,8k71q015j,8k71q018c,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q018c/full/max/0/default.jpg,8047.0,5453.0,1837-02-25T00:00:00Z,2019-04-29T23:18:51Z,2019-06-24T13:54:47Z,3_commonwealth_8k71q015j_accessFull.jpg
55,55,8k71q015j,8k71q019n,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q019n/full/max/0/default.jpg,8020.0,5444.0,1837-02-25T00:00:00Z,2019-04-29T23:18:51Z,2019-06-24T13:54:47Z,4_commonwealth_8k71q015j_accessFull.jpg
56,56,8k71q0059,8k71q006k,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q006k/full/max/0/default.jpg,8047.0,5525.0,1837-02-11T00:00:00Z,2019-04-29T23:14:30Z,2019-06-24T13:54:45Z,1_commonwealth_8k71q0059_accessFull.jpg
57,57,8k71q0059,8k71q007v,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q007v/full/max/0/default.jpg,8038.0,5525.0,1837-02-11T00:00:00Z,2019-04-29T23:14:30Z,2019-06-24T13:54:45Z,2_commonwealth_8k71q0059_accessFull.jpg
58,58,8k71q0059,8k71q0084,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q0084/full/max/0/default.jpg,8038.0,5435.0,1837-02-11T00:00:00Z,2019-04-29T23:14:30Z,2019-06-24T13:54:45Z,3_commonwealth_8k71q0059_accessFull.jpg
59,59,8k71q0059,8k71q009d,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q009d/full/max/0/default.jpg,8065.0,5453.0,1837-02-11T00:00:00Z,2019-04-29T23:14:30Z,2019-06-24T13:54:45Z,4_commonwealth_8k71q0059_accessFull.jpg
60,60,8k71pn583,8k71pn59c,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn59c/full/max/0/default.jpg,8038.0,5516.0,1836-05-28T00:00:00Z,2019-04-29T17:28:36Z,2019-06-24T13:54:49Z,1_commonwealth_8k71pn583_accessFull.jpg
61,61,8k71pn583,8k71pn604,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn604/full/max/0/default.jpg,8047.0,5543.0,1836-05-28T00:00:00Z,2019-04-29T17:28:36Z,2019-06-24T13:54:49Z,2_commonwealth_8k71pn583_accessFull.jpg
62,62,8k71pn583,8k71pn61d,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn61d/full/max/0/default.jpg,8047.0,5435.0,1836-05-28T00:00:00Z,2019-04-29T17:28:36Z,2019-06-24T13:54:49Z,3_commonwealth_8k71pn583_accessFull.jpg
63,63,8k71pn583,8k71pn62p,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pn62p/full/max/0/default.jpg,8047.0,5444.0,1836-05-28T00:00:00Z,2019-04-29T17:28:36Z,2019-06-24T13:54:49Z,4_commonwealth_8k71pn583_accessFull.jpg
64,64,8k71q0105,8k71q011f,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q011f/full/max/0/default.jpg,8065.0,5561.0,1837-02-18T00:00:00Z,2019-04-29T23:16:58Z,2019-06-24T13:54:46Z,1_commonwealth_8k71q0105_accessFull.jpg
65,65,8k71q0105,8k71q012q,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q012q/full/max/0/default.jpg,8047.0,5543.0,1837-02-18T00:00:00Z,2019-04-29T23:16:58Z,2019-06-24T13:54:46Z,2_commonwealth_8k71q0105_accessFull.jpg
66,66,8k71q0105,8k71q0130,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q0130/full/max/0/default.jpg,8029.0,5534.0,1837-02-18T00:00:00Z,2019-04-29T23:16:58Z,2019-06-24T13:54:46Z,3_commonwealth_8k71q0105_accessFull.jpg
67,67,8k71q0105,8k71q0148,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q0148/full/max/0/default.jpg,8056.0,5534.0,1837-02-18T00:00:00Z,2019-04-29T23:16:58Z,2019-06-24T13:54:46Z,4_commonwealth_8k71q0105_accessFull.jpg
68,68,8k71q000x,8k71q0016,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q0016/full/max/0/default.jpg,8047.0,5534.0,1837-02-04T00:00:00Z,2019-04-29T23:12:24Z,2019-06-24T13:54:44Z,1_commonwealth_8k71q000x_accessFull.jpg
69,69,8k71q000x,8k71q002g,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q002g/full/max/0/default.jpg,8047.0,5516.0,1837-02-04T00:00:00Z,2019-04-29T23:12:24Z,2019-06-24T13:54:44Z,2_commonwealth_8k71q000x_accessFull.jpg
70,70,8k71q000x,8k71q003r,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q003r/full/max/0/default.jpg,8128.0,5525.0,1837-02-04T00:00:00Z,2019-04-29T23:12:24Z,2019-06-24T13:54:44Z,3_commonwealth_8k71q000x_accessFull.jpg
71,71,8k71q000x,8k71q0041,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q0041/full/max/0/default.jpg,8164.0,5588.0,1837-02-04T00:00:00Z,2019-04-29T23:12:24Z,2019-06-24T13:54:44Z,4_commonwealth_8k71q000x_accessFull.jpg
72,72,8k71q065r,8k71q0661,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q0661/full/max/0/default.jpg,8074.0,5813.0,1837-05-05T00:00:00Z,2019-04-29T23:39:24Z,2019-06-24T13:54:20Z,1_commonwealth_8k71q065r_accessFull.jpg
73,73,8k71q065r,8k71q0679,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q0679/full/max/0/default.jpg,8074.0,5804.0,1837-05-05T00:00:00Z,2019-04-29T23:39:24Z,2019-06-24T13:54:20Z,2_commonwealth_8k71q065r_accessFull.jpg
74,74,8k71q065r,8k71q068k,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q068k/full/max/0/default.jpg,8056.0,5795.0,1837-05-05T00:00:00Z,2019-04-29T23:39:24Z,2019-06-24T13:54:20Z,3_commonwealth_8k71q065r_accessFull.jpg
75,75,8k71q065r,8k71q069v,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q069v/full/max/0/default.jpg,8074.0,5813.0,1837-05-05T00:00:00Z,2019-04-29T23:39:24Z,2019-06-24T13:54:20Z,4_commonwealth_8k71q065r_accessFull.jpg
76,76,8k71q0903,8k71q091c,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q091c/full/max/0/default.jpg,8065.0,5777.0,1837-06-09T00:00:00Z,2019-04-29T23:51:00Z,2019-06-24T13:54:21Z,1_commonwealth_8k71q0903_accessFull.jpg
77,77,8k71q0903,8k71q092n,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q092n/full/max/0/default.jpg,8065.0,5786.0,1837-06-09T00:00:00Z,2019-04-29T23:51:00Z,2019-06-24T13:54:21Z,2_commonwealth_8k71q0903_accessFull.jpg
78,78,8k71q0903,8k71q093x,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q093x/full/max/0/default.jpg,8074.0,5795.0,1837-06-09T00:00:00Z,2019-04-29T23:51:00Z,2019-06-24T13:54:21Z,3_commonwealth_8k71q0903_accessFull.jpg
79,79,8k71q0903,8k71q0946,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q0946/full/max/0/default.jpg,8065.0,5795.0,1837-06-09T00:00:00Z,2019-04-29T23:51:00Z,2019-06-24T13:54:21Z,4_commonwealth_8k71q0903_accessFull.jpg
80,80,8k71q0504,8k71q051d,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q051d/full/max/0/default.jpg,8065.0,5795.0,1837-04-14T00:00:00Z,2019-04-29T23:33:23Z,2019-06-24T13:54:18Z,1_commonwealth_8k71q0504_accessFull.jpg
81,81,8k71q0504,8k71q052p,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q052p/full/max/0/default.jpg,8092.0,5822.0,1837-04-14T00:00:00Z,2019-04-29T23:33:23Z,2019-06-24T13:54:18Z,2_commonwealth_8k71q0504_accessFull.jpg
82,82,8k71q0504,8k71q053z,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q053z/full/max/0/default.jpg,8065.0,5885.0,1837-04-14T00:00:00Z,2019-04-29T23:33:23Z,2019-06-24T13:54:18Z,3_commonwealth_8k71q0504_accessFull.jpg
83,83,8k71q0504,8k71q0547,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q0547/full/max/0/default.jpg,8065.0,5885.0,1837-04-14T00:00:00Z,2019-04-29T23:33:23Z,2019-06-24T13:54:18Z,4_commonwealth_8k71q0504_accessFull.jpg
84,84,8k71q055h,8k71q056s,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q056s/full/max/0/default.jpg,8074.0,5795.0,1837-04-21T00:00:00Z,2019-04-29T23:35:27Z,2019-06-24T13:54:19Z,1_commonwealth_8k71q055h_accessFull.jpg
85,85,8k71q055h,8k71q0572,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q0572/full/max/0/default.jpg,8083.0,5795.0,1837-04-21T00:00:00Z,2019-04-29T23:35:27Z,2019-06-24T13:54:19Z,2_commonwealth_8k71q055h_accessFull.jpg
86,86,8k71q055h,8k71q058b,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q058b/full/max/0/default.jpg,8101.0,5813.0,1837-04-21T00:00:00Z,2019-04-29T23:35:27Z,2019-06-24T13:54:19Z,3_commonwealth_8k71q055h_accessFull.jpg
87,87,8k71q055h,8k71q059m,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q059m/full/max/0/default.jpg,8074.0,5804.0,1837-04-21T00:00:00Z,2019-04-29T23:35:27Z,2019-06-24T13:54:19Z,4_commonwealth_8k71q055h_accessFull.jpg
88,88,8k71q060c,8k71q061n,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q061n/full/max/0/default.jpg,8074.0,5804.0,1837-04-28T00:00:00Z,2019-04-29T23:37:20Z,2019-06-24T13:54:19Z,1_commonwealth_8k71q060c_accessFull.jpg
89,89,8k71q060c,8k71q062x,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q062x/full/max/0/default.jpg,8083.0,5813.0,1837-04-28T00:00:00Z,2019-04-29T23:37:20Z,2019-06-24T13:54:19Z,2_commonwealth_8k71q060c_accessFull.jpg
90,90,8k71q060c,8k71q0636,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q0636/full/max/0/default.jpg,8065.0,5786.0,1837-04-28T00:00:00Z,2019-04-29T23:37:20Z,2019-06-24T13:54:19Z,3_commonwealth_8k71q060c_accessFull.jpg
91,91,8k71q060c,8k71q064g,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71q064g/full/max/0/default.jpg,8083.0,5804.0,1837-04-28T00:00:00Z,2019-04-29T23:37:20Z,2019-06-24T13:54:19Z,4_commonwealth_8k71q060c_accessFull.jpg
92,92,8k71pm14t,8k71pm153,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pm153/full/max/0/default.jpg,7075.0,4913.0,1832-11-17T00:00:00Z,2019-04-29T16:27:47Z,2019-06-24T13:54:25Z,1_commonwealth_8k71pm14t_accessFull.jpg
93,93,8k71pm14t,8k71pm16c,https://iiif.digitalcommonwealth.org/iiif/2/commonwealth:8k71pm16c/full/max/0/default.jpg,7075.0,4904.0,1832-11-17T00:00:00Z,2019-04-29T16:27:47Z,2019-06-24T13:54:25Z,2_commonwealth_8k71pm14t_accessFull.jpg
